request_creation_time;elb_status_code;target_status_code;time
2021-01-27T12:10:02.992000Z;200;200;2021-01-27T12:10:03.130722Z
2021-01-27T12:10:03.254000Z;200;200;2021-01-27T12:10:03.295656Z
2021-01-27T12:10:03.475000Z;200;200;2021-01-27T12:10:03.548207Z
2021-01-27T12:10:03.509000Z;200;200;2021-01-27T12:10:03.604837Z
2021-01-27T12:10:03.693000Z;200;200;2021-01-27T12:10:03.800588Z
2021-01-27T12:10:03.714000Z;200;200;2021-01-27T12:10:04.911328Z
2021-01-27T12:10:03.775000Z;200;200;2021-01-27T12:10:03.849315Z
2021-01-27T12:10:04.026000Z;200;200;2021-01-27T12:10:04.109593Z
2021-01-27T12:10:04.765000Z;200;200;2021-01-27T12:10:04.801360Z
2021-01-27T12:10:04.777000Z;200;200;2021-01-27T12:10:04.818659Z
2021-01-27T12:10:04.811000Z;200;200;2021-01-27T12:10:04.845986Z
2021-01-27T12:10:04.827000Z;200;200;2021-01-27T12:10:04.859103Z
2021-01-27T12:10:05.141000Z;200;200;2021-01-27T12:10:05.177436Z
2021-01-27T12:10:05.171000Z;200;200;2021-01-27T12:10:05.197488Z
2021-01-27T12:10:05.225000Z;200;200;2021-01-27T12:10:05.249315Z
2021-01-27T12:10:05.592000Z;200;200;2021-01-27T12:10:05.616359Z
2021-01-27T12:10:05.627000Z;200;200;2021-01-27T12:10:05.650005Z
2021-01-27T12:10:05.689000Z;200;200;2021-01-27T12:10:05.715622Z
2021-01-27T12:10:05.908000Z;200;200;2021-01-27T12:10:05.999837Z
2021-01-27T12:10:05.978000Z;200;200;2021-01-27T12:10:06.007388Z
2021-01-27T12:10:06.093000Z;200;200;2021-01-27T12:10:06.138845Z
2021-01-27T12:10:06.706000Z;200;200;2021-01-27T12:10:06.744442Z
2021-01-27T12:10:06.747000Z;200;200;2021-01-27T12:10:06.771895Z
2021-01-27T12:10:07.394000Z;200;200;2021-01-27T12:10:07.432007Z
2021-01-27T12:10:07.454000Z;200;200;2021-01-27T12:10:07.476763Z
2021-01-27T12:10:07.540000Z;200;200;2021-01-27T12:10:07.596435Z
2021-01-27T12:10:07.558000Z;200;200;2021-01-27T12:10:07.610066Z
2021-01-27T12:10:07.597000Z;200;200;2021-01-27T12:10:07.623513Z
2021-01-27T12:10:07.700000Z;200;200;2021-01-27T12:10:07.727224Z
2021-01-27T12:10:07.937000Z;200;200;2021-01-27T12:10:07.966960Z
2021-01-27T12:10:08.683000Z;200;200;2021-01-27T12:10:08.705908Z
2021-01-27T12:10:08.748000Z;200;200;2021-01-27T12:10:08.773718Z
2021-01-27T12:10:08.861000Z;200;200;2021-01-27T12:10:08.888757Z
2021-01-27T12:10:08.889000Z;200;200;2021-01-27T12:10:08.915133Z
2021-01-27T12:10:09.160000Z;200;200;2021-01-27T12:10:09.185740Z
2021-01-27T12:10:09.470000Z;200;200;2021-01-27T12:10:09.499462Z
2021-01-27T12:10:09.653000Z;200;200;2021-01-27T12:10:10.239488Z
2021-01-27T12:10:09.854000Z;200;200;2021-01-27T12:10:09.983296Z
2021-01-27T12:10:10.082000Z;200;200;2021-01-27T12:10:10.153247Z
2021-01-27T12:10:10.199000Z;200;200;2021-01-27T12:10:10.263370Z
2021-01-27T12:10:10.387000Z;200;200;2021-01-27T12:10:10.410825Z
2021-01-27T12:10:10.415000Z;200;200;2021-01-27T12:10:10.444074Z
2021-01-27T12:10:10.591000Z;200;200;2021-01-27T12:10:10.630436Z
2021-01-27T12:10:11.099000Z;200;200;2021-01-27T12:10:11.124435Z
2021-01-27T12:10:11.553000Z;200;200;2021-01-27T12:10:11.580464Z
2021-01-27T12:10:11.574000Z;200;200;2021-01-27T12:10:11.603507Z
2021-01-27T12:10:11.690000Z;200;200;2021-01-27T12:10:11.720092Z
2021-01-27T12:10:11.937000Z;200;200;2021-01-27T12:10:12.003682Z
2021-01-27T12:10:12.105000Z;200;200;2021-01-27T12:10:12.129606Z
2021-01-27T12:10:12.257000Z;200;200;2021-01-27T12:10:12.319002Z
2021-01-27T12:10:12.372000Z;200;200;2021-01-27T12:10:12.399276Z
2021-01-27T12:10:12.435000Z;200;200;2021-01-27T12:10:12.474328Z
2021-01-27T12:10:12.646000Z;200;200;2021-01-27T12:10:12.689815Z
2021-01-27T12:10:12.766000Z;200;200;2021-01-27T12:10:12.793421Z
2021-01-27T12:10:12.783000Z;200;200;2021-01-27T12:10:12.810286Z
2021-01-27T12:10:12.979000Z;200;200;2021-01-27T12:10:13.005470Z
2021-01-27T12:10:13.050000Z;200;200;2021-01-27T12:10:13.081729Z
2021-01-27T12:10:13.112000Z;200;200;2021-01-27T12:10:13.144665Z
2021-01-27T12:10:13.607000Z;200;200;2021-01-27T12:10:13.662423Z
2021-01-27T12:10:13.697000Z;200;200;2021-01-27T12:10:13.748340Z
2021-01-27T12:10:13.701000Z;200;200;2021-01-27T12:10:13.786137Z
2021-01-27T12:10:13.965000Z;200;200;2021-01-27T12:10:13.983899Z
2021-01-27T12:10:14.037000Z;200;200;2021-01-27T12:10:14.076398Z
2021-01-27T12:10:14.102000Z;200;200;2021-01-27T12:10:14.125277Z
2021-01-27T12:10:14.111000Z;200;200;2021-01-27T12:10:14.149876Z
2021-01-27T12:10:14.722000Z;200;200;2021-01-27T12:10:14.748476Z
2021-01-27T12:10:15.295000Z;200;200;2021-01-27T12:10:15.341198Z
2021-01-27T12:10:15.469000Z;200;200;2021-01-27T12:10:15.486963Z
2021-01-27T12:10:15.513000Z;200;200;2021-01-27T12:10:15.570747Z
2021-01-27T12:10:15.814000Z;200;200;2021-01-27T12:10:15.862823Z
2021-01-27T12:10:15.859000Z;200;200;2021-01-27T12:10:15.886091Z
2021-01-27T12:10:16.139000Z;200;200;2021-01-27T12:10:16.188999Z
2021-01-27T12:10:16.144000Z;200;200;2021-01-27T12:10:16.170410Z
2021-01-27T12:10:16.204000Z;200;200;2021-01-27T12:10:16.238066Z
2021-01-27T12:10:16.509000Z;200;200;2021-01-27T12:10:16.532206Z
2021-01-27T12:10:16.547000Z;200;200;2021-01-27T12:10:16.573441Z
2021-01-27T12:10:16.759000Z;200;200;2021-01-27T12:10:16.782585Z
2021-01-27T12:10:16.798000Z;200;200;2021-01-27T12:10:16.822883Z
2021-01-27T12:10:16.926000Z;200;200;2021-01-27T12:10:16.953849Z
2021-01-27T12:10:17.214000Z;200;200;2021-01-27T12:10:17.260977Z
2021-01-27T12:10:17.316000Z;200;200;2021-01-27T12:10:17.344888Z
2021-01-27T12:10:17.363000Z;200;200;2021-01-27T12:10:17.391570Z
2021-01-27T12:10:17.478000Z;200;200;2021-01-27T12:10:17.532572Z
2021-01-27T12:10:17.549000Z;200;200;2021-01-27T12:10:17.592906Z
2021-01-27T12:10:17.612000Z;200;200;2021-01-27T12:10:17.669655Z
2021-01-27T12:10:17.776000Z;200;200;2021-01-27T12:10:17.800182Z
2021-01-27T12:10:18.322000Z;200;200;2021-01-27T12:10:18.349373Z
2021-01-27T12:10:18.443000Z;200;200;2021-01-27T12:10:18.468387Z
2021-01-27T12:10:18.652000Z;200;200;2021-01-27T12:10:18.670558Z
2021-01-27T12:10:18.832000Z;200;200;2021-01-27T12:10:18.945291Z
2021-01-27T12:10:18.845000Z;200;200;2021-01-27T12:10:18.921079Z
2021-01-27T12:10:18.972000Z;200;200;2021-01-27T12:10:19.409551Z
2021-01-27T12:10:19.153000Z;200;200;2021-01-27T12:10:19.192713Z
2021-01-27T12:10:20.470000Z;200;200;2021-01-27T12:10:20.514845Z
2021-01-27T12:10:20.524000Z;200;200;2021-01-27T12:10:20.556646Z
2021-01-27T12:10:20.824000Z;200;200;2021-01-27T12:10:20.875883Z
2021-01-27T12:10:21.093000Z;200;200;2021-01-27T12:10:21.118980Z
2021-01-27T12:10:21.835000Z;200;200;2021-01-27T12:10:21.861006Z
2021-01-27T12:10:22.204000Z;200;200;2021-01-27T12:10:22.232089Z
2021-01-27T12:10:22.267000Z;200;200;2021-01-27T12:10:22.321107Z
2021-01-27T12:10:22.273000Z;200;200;2021-01-27T12:10:22.334267Z
2021-01-27T12:10:22.440000Z;200;200;2021-01-27T12:10:22.463974Z
2021-01-27T12:10:22.496000Z;200;200;2021-01-27T12:10:22.522637Z
2021-01-27T12:10:22.519000Z;200;200;2021-01-27T12:10:22.557730Z
2021-01-27T12:10:22.524000Z;200;200;2021-01-27T12:10:22.556615Z
2021-01-27T12:10:22.608000Z;200;200;2021-01-27T12:10:22.635022Z
2021-01-27T12:10:22.649000Z;200;200;2021-01-27T12:10:22.674708Z
2021-01-27T12:10:22.669000Z;200;200;2021-01-27T12:10:22.693839Z
2021-01-27T12:10:22.838000Z;200;200;2021-01-27T12:10:22.868523Z
2021-01-27T12:10:22.953000Z;200;200;2021-01-27T12:10:22.988745Z
2021-01-27T12:10:22.988000Z;200;200;2021-01-27T12:10:23.016842Z
2021-01-27T12:10:23.125000Z;200;200;2021-01-27T12:10:23.157001Z
2021-01-27T12:10:23.250000Z;200;200;2021-01-27T12:10:23.290814Z
2021-01-27T12:10:23.277000Z;200;200;2021-01-27T12:10:23.318269Z
2021-01-27T12:10:23.300000Z;200;200;2021-01-27T12:10:23.330104Z
2021-01-27T12:10:23.308000Z;200;200;2021-01-27T12:10:23.359975Z
2021-01-27T12:10:23.328000Z;200;200;2021-01-27T12:10:23.359003Z
2021-01-27T12:10:23.468000Z;200;200;2021-01-27T12:10:23.491127Z
2021-01-27T12:10:23.905000Z;200;200;2021-01-27T12:10:23.929021Z
2021-01-27T12:10:24.018000Z;200;200;2021-01-27T12:10:24.041668Z
2021-01-27T12:10:24.038000Z;200;200;2021-01-27T12:10:24.061681Z
2021-01-27T12:10:24.174000Z;200;200;2021-01-27T12:10:24.201215Z
2021-01-27T12:10:24.335000Z;200;200;2021-01-27T12:10:24.363096Z
2021-01-27T12:10:24.479000Z;200;200;2021-01-27T12:10:24.544969Z
2021-01-27T12:10:24.519000Z;200;200;2021-01-27T12:10:24.544747Z
2021-01-27T12:10:24.557000Z;200;200;2021-01-27T12:10:24.599234Z
2021-01-27T12:10:24.705000Z;200;200;2021-01-27T12:10:24.728233Z
2021-01-27T12:10:25.183000Z;200;200;2021-01-27T12:10:25.287735Z
2021-01-27T12:10:25.230000Z;200;200;2021-01-27T12:10:25.309000Z
2021-01-27T12:10:25.301000Z;200;200;2021-01-27T12:10:25.383148Z
2021-01-27T12:10:25.301000Z;200;200;2021-01-27T12:10:25.359144Z
2021-01-27T12:10:25.435000Z;200;200;2021-01-27T12:10:25.464895Z
2021-01-27T12:10:25.528000Z;200;200;2021-01-27T12:10:25.563227Z
2021-01-27T12:10:25.759000Z;200;200;2021-01-27T12:10:25.806713Z
2021-01-27T12:10:25.765000Z;200;200;2021-01-27T12:10:25.805515Z
2021-01-27T12:10:25.830000Z;200;200;2021-01-27T12:10:25.864996Z
2021-01-27T12:10:25.939000Z;200;200;2021-01-27T12:10:25.978119Z
2021-01-27T12:10:26.339000Z;200;200;2021-01-27T12:10:26.384602Z
2021-01-27T12:10:26.416000Z;200;200;2021-01-27T12:10:26.467108Z
2021-01-27T12:10:26.747000Z;200;200;2021-01-27T12:10:26.769924Z
2021-01-27T12:10:26.765000Z;200;200;2021-01-27T12:10:26.788850Z
2021-01-27T12:10:26.826000Z;200;200;2021-01-27T12:10:26.848955Z
2021-01-27T12:10:27.122000Z;200;200;2021-01-27T12:10:27.146230Z
2021-01-27T12:10:27.177000Z;200;200;2021-01-27T12:10:27.203798Z
2021-01-27T12:10:27.247000Z;200;200;2021-01-27T12:10:27.299675Z
2021-01-27T12:10:27.255000Z;200;200;2021-01-27T12:10:27.301640Z
2021-01-27T12:10:27.285000Z;200;200;2021-01-27T12:10:27.312300Z
2021-01-27T12:10:27.439000Z;200;200;2021-01-27T12:10:27.470166Z
2021-01-27T12:10:27.477000Z;200;200;2021-01-27T12:10:27.502679Z
2021-01-27T12:10:27.537000Z;200;200;2021-01-27T12:10:27.561520Z
2021-01-27T12:10:27.682000Z;200;200;2021-01-27T12:10:27.706061Z
2021-01-27T12:10:27.714000Z;200;200;2021-01-27T12:10:27.740316Z
2021-01-27T12:10:28.189000Z;200;200;2021-01-27T12:10:28.216566Z
2021-01-27T12:10:28.199000Z;200;200;2021-01-27T12:10:28.225201Z
2021-01-27T12:10:28.577000Z;200;200;2021-01-27T12:10:28.621620Z
2021-01-27T12:10:28.663000Z;200;200;2021-01-27T12:10:28.700512Z
2021-01-27T12:10:28.822000Z;200;200;2021-01-27T12:10:28.848374Z
2021-01-27T12:10:29.284000Z;200;200;2021-01-27T12:10:29.309633Z
2021-01-27T12:10:29.355000Z;200;200;2021-01-27T12:10:29.382651Z
2021-01-27T12:10:29.637000Z;200;200;2021-01-27T12:10:29.667054Z
2021-01-27T12:10:29.639000Z;200;200;2021-01-27T12:10:29.683139Z
2021-01-27T12:10:29.699000Z;200;200;2021-01-27T12:10:29.727190Z
2021-01-27T12:10:29.762000Z;200;200;2021-01-27T12:10:29.791126Z
2021-01-27T12:10:30.147000Z;200;200;2021-01-27T12:10:30.190637Z
2021-01-27T12:10:30.248000Z;200;200;2021-01-27T12:10:30.280773Z
2021-01-27T12:10:30.252000Z;200;200;2021-01-27T12:10:30.285020Z
2021-01-27T12:10:30.406000Z;200;200;2021-01-27T12:10:30.486800Z
2021-01-27T12:10:30.417000Z;200;200;2021-01-27T12:10:30.454705Z
2021-01-27T12:10:30.426000Z;200;200;2021-01-27T12:10:30.486455Z
2021-01-27T12:10:30.543000Z;200;200;2021-01-27T12:10:30.570338Z
2021-01-27T12:10:30.606000Z;200;200;2021-01-27T12:10:30.634146Z
2021-01-27T12:10:30.723000Z;200;200;2021-01-27T12:10:30.750363Z
2021-01-27T12:10:31.056000Z;200;200;2021-01-27T12:10:31.101760Z
2021-01-27T12:10:31.560000Z;200;200;2021-01-27T12:10:31.629284Z
2021-01-27T12:10:31.640000Z;200;200;2021-01-27T12:10:31.664966Z
2021-01-27T12:10:31.946000Z;200;200;2021-01-27T12:10:32.179230Z
2021-01-27T12:10:31.962000Z;200;200;2021-01-27T12:10:32.173659Z
2021-01-27T12:10:31.963000Z;200;200;2021-01-27T12:10:32.176220Z
2021-01-27T12:10:31.963000Z;200;200;2021-01-27T12:10:32.161043Z
2021-01-27T12:10:32.170000Z;200;200;2021-01-27T12:10:32.852225Z
2021-01-27T12:10:32.279000Z;200;200;2021-01-27T12:10:32.304470Z
2021-01-27T12:10:33.724000Z;200;200;2021-01-27T12:10:33.747697Z
2021-01-27T12:10:33.877000Z;200;200;2021-01-27T12:10:33.901652Z
2021-01-27T12:10:34.351000Z;200;200;2021-01-27T12:10:34.376969Z
2021-01-27T12:10:34.588000Z;200;200;2021-01-27T12:10:34.620812Z
2021-01-27T12:10:34.592000Z;200;200;2021-01-27T12:10:34.636512Z
2021-01-27T12:10:34.975000Z;200;200;2021-01-27T12:10:35.000267Z
2021-01-27T12:10:34.990000Z;200;200;2021-01-27T12:10:35.026477Z
2021-01-27T12:10:35.092000Z;200;200;2021-01-27T12:10:35.146798Z
2021-01-27T12:10:35.100000Z;200;200;2021-01-27T12:10:35.144821Z
2021-01-27T12:10:35.423000Z;200;200;2021-01-27T12:10:35.454495Z
2021-01-27T12:10:35.426000Z;200;200;2021-01-27T12:10:35.453420Z
2021-01-27T12:10:35.614000Z;200;200;2021-01-27T12:10:35.641312Z
2021-01-27T12:10:35.758000Z;200;200;2021-01-27T12:10:35.799212Z
2021-01-27T12:10:36.575000Z;200;200;2021-01-27T12:10:36.600309Z
2021-01-27T12:10:36.998000Z;200;200;2021-01-27T12:10:37.047345Z
2021-01-27T12:10:37.078000Z;200;200;2021-01-27T12:10:37.130046Z
2021-01-27T12:10:37.649000Z;200;200;2021-01-27T12:10:37.668507Z
2021-01-27T12:10:37.994000Z;200;200;2021-01-27T12:10:38.035200Z
2021-01-27T12:10:38.024000Z;200;200;2021-01-27T12:10:38.071170Z
2021-01-27T12:10:38.341000Z;200;200;2021-01-27T12:10:38.849394Z
2021-01-27T12:10:38.597000Z;200;200;2021-01-27T12:10:38.668252Z
2021-01-27T12:10:38.620000Z;200;200;2021-01-27T12:10:38.673360Z
2021-01-27T12:10:38.927000Z;200;200;2021-01-27T12:10:38.985095Z
2021-01-27T12:10:38.933000Z;200;200;2021-01-27T12:10:38.999737Z
2021-01-27T12:10:38.934000Z;200;200;2021-01-27T12:10:38.997298Z
2021-01-27T12:10:39.337000Z;200;200;2021-01-27T12:10:39.380191Z
2021-01-27T12:10:39.517000Z;200;200;2021-01-27T12:10:39.588591Z
2021-01-27T12:10:39.847000Z;200;200;2021-01-27T12:10:39.883346Z
2021-01-27T12:10:39.891000Z;200;200;2021-01-27T12:10:39.919222Z
2021-01-27T12:10:40.321000Z;200;200;2021-01-27T12:10:40.392705Z
2021-01-27T12:10:40.448000Z;200;200;2021-01-27T12:10:40.475824Z
2021-01-27T12:10:40.482000Z;200;200;2021-01-27T12:10:40.509699Z
2021-01-27T12:10:40.510000Z;200;200;2021-01-27T12:10:40.540203Z
2021-01-27T12:10:40.872000Z;200;200;2021-01-27T12:10:40.913140Z
2021-01-27T12:10:41.248000Z;200;200;2021-01-27T12:10:41.302544Z
2021-01-27T12:10:41.255000Z;200;200;2021-01-27T12:10:41.304519Z
2021-01-27T12:10:41.334000Z;200;200;2021-01-27T12:10:41.373086Z
2021-01-27T12:10:42.854000Z;200;200;2021-01-27T12:10:42.884688Z
2021-01-27T12:10:43.362000Z;200;200;2021-01-27T12:10:43.390464Z
2021-01-27T12:10:43.436000Z;200;200;2021-01-27T12:10:43.931109Z
2021-01-27T12:10:43.662000Z;200;200;2021-01-27T12:10:43.724877Z
2021-01-27T12:10:43.696000Z;200;200;2021-01-27T12:10:43.719503Z
2021-01-27T12:10:43.967000Z;200;200;2021-01-27T12:10:43.995053Z
2021-01-27T12:10:44.065000Z;200;200;2021-01-27T12:10:44.105871Z
2021-01-27T12:10:44.540000Z;200;200;2021-01-27T12:10:44.580357Z
2021-01-27T12:10:44.657000Z;200;200;2021-01-27T12:10:44.765861Z
2021-01-27T12:10:44.674000Z;200;200;2021-01-27T12:10:44.776605Z
2021-01-27T12:10:44.859000Z;200;200;2021-01-27T12:10:44.890070Z
2021-01-27T12:10:45.028000Z;200;200;2021-01-27T12:10:45.054471Z
2021-01-27T12:10:45.521000Z;200;200;2021-01-27T12:10:45.545006Z
2021-01-27T12:10:45.773000Z;200;200;2021-01-27T12:10:45.809011Z
2021-01-27T12:10:45.785000Z;200;200;2021-01-27T12:10:45.831581Z
2021-01-27T12:10:45.805000Z;200;200;2021-01-27T12:10:45.837706Z
2021-01-27T12:10:45.817000Z;200;200;2021-01-27T12:10:45.850043Z
2021-01-27T12:10:45.939000Z;200;200;2021-01-27T12:10:45.980246Z
2021-01-27T12:10:46.172000Z;200;200;2021-01-27T12:10:46.192275Z
2021-01-27T12:10:46.200000Z;200;200;2021-01-27T12:10:46.233800Z
2021-01-27T12:10:46.306000Z;200;200;2021-01-27T12:10:46.334897Z
2021-01-27T12:10:46.352000Z;200;200;2021-01-27T12:10:46.391750Z
2021-01-27T12:10:47.327000Z;200;200;2021-01-27T12:10:47.354904Z
2021-01-27T12:10:47.398000Z;200;200;2021-01-27T12:10:47.421805Z
2021-01-27T12:10:47.440000Z;200;200;2021-01-27T12:10:47.470526Z
2021-01-27T12:10:47.535000Z;200;200;2021-01-27T12:10:47.573968Z
2021-01-27T12:10:47.630000Z;200;200;2021-01-27T12:10:47.651802Z
2021-01-27T12:10:47.664000Z;200;200;2021-01-27T12:10:47.692774Z
2021-01-27T12:10:48.440000Z;200;200;2021-01-27T12:10:48.465349Z
2021-01-27T12:10:48.541000Z;200;200;2021-01-27T12:10:48.568130Z
2021-01-27T12:10:48.763000Z;200;200;2021-01-27T12:10:48.787740Z
2021-01-27T12:10:49.872000Z;200;200;2021-01-27T12:10:49.905964Z
2021-01-27T12:10:50.884000Z;200;200;2021-01-27T12:10:50.902746Z
2021-01-27T12:10:50.917000Z;200;200;2021-01-27T12:10:50.934156Z
2021-01-27T12:10:51.017000Z;200;200;2021-01-27T12:10:51.074843Z
2021-01-27T12:10:51.027000Z;200;200;2021-01-27T12:10:51.099152Z
2021-01-27T12:10:51.334000Z;200;200;2021-01-27T12:10:51.385493Z
2021-01-27T12:10:51.335000Z;200;200;2021-01-27T12:10:51.385831Z
2021-01-27T12:10:52.066000Z;200;200;2021-01-27T12:10:52.258067Z
2021-01-27T12:10:52.345000Z;200;200;2021-01-27T12:10:52.396509Z
2021-01-27T12:10:52.347000Z;200;200;2021-01-27T12:10:52.403582Z
2021-01-27T12:10:52.347000Z;200;200;2021-01-27T12:10:52.394489Z
2021-01-27T12:10:52.363000Z;200;200;2021-01-27T12:10:52.407201Z
2021-01-27T12:10:52.640000Z;200;200;2021-01-27T12:10:52.667259Z
2021-01-27T12:10:53.321000Z;200;200;2021-01-27T12:10:53.364236Z
2021-01-27T12:10:53.361000Z;200;200;2021-01-27T12:10:53.413835Z
2021-01-27T12:10:53.416000Z;200;200;2021-01-27T12:10:53.444186Z
2021-01-27T12:10:53.455000Z;200;200;2021-01-27T12:10:53.498901Z
2021-01-27T12:10:53.466000Z;200;200;2021-01-27T12:10:53.510160Z
2021-01-27T12:10:53.481000Z;200;200;2021-01-27T12:10:53.528217Z
2021-01-27T12:10:53.666000Z;200;200;2021-01-27T12:10:53.693708Z
2021-01-27T12:10:53.692000Z;200;200;2021-01-27T12:10:53.729255Z
2021-01-27T12:10:53.745000Z;200;200;2021-01-27T12:10:53.778819Z
2021-01-27T12:10:54.107000Z;200;200;2021-01-27T12:10:54.141226Z
2021-01-27T12:10:54.369000Z;200;200;2021-01-27T12:10:54.389235Z
2021-01-27T12:10:54.370000Z;200;200;2021-01-27T12:10:54.396814Z
2021-01-27T12:10:54.621000Z;200;200;2021-01-27T12:10:54.638356Z
2021-01-27T12:10:54.706000Z;200;200;2021-01-27T12:10:54.730738Z
2021-01-27T12:10:54.848000Z;200;200;2021-01-27T12:10:54.873203Z
2021-01-27T12:10:55.028000Z;200;200;2021-01-27T12:10:55.066913Z
2021-01-27T12:10:55.076000Z;200;200;2021-01-27T12:10:55.102574Z
2021-01-27T12:10:55.134000Z;200;200;2021-01-27T12:10:55.170709Z
2021-01-27T12:10:56.329000Z;200;200;2021-01-27T12:10:56.362817Z
2021-01-27T12:10:56.565000Z;200;200;2021-01-27T12:10:56.587179Z
2021-01-27T12:10:56.740000Z;200;200;2021-01-27T12:10:56.769891Z
2021-01-27T12:10:56.994000Z;200;200;2021-01-27T12:10:57.051699Z
2021-01-27T12:10:57.246000Z;200;200;2021-01-27T12:10:57.273011Z
2021-01-27T12:10:57.409000Z;200;200;2021-01-27T12:10:57.613446Z
2021-01-27T12:10:57.642000Z;200;200;2021-01-27T12:10:58.099195Z
2021-01-27T12:10:57.818000Z;200;200;2021-01-27T12:10:57.846107Z
2021-01-27T12:10:58.091000Z;200;200;2021-01-27T12:10:58.112460Z
2021-01-27T12:10:58.420000Z;200;200;2021-01-27T12:10:59.266966Z
2021-01-27T12:10:58.425000Z;200;200;2021-01-27T12:10:59.285010Z
2021-01-27T12:10:58.627000Z;200;200;2021-01-27T12:10:58.664846Z
2021-01-27T12:10:58.752000Z;200;200;2021-01-27T12:10:58.797509Z
2021-01-27T12:10:59.009000Z;200;200;2021-01-27T12:10:59.096754Z
2021-01-27T12:10:59.054000Z;200;200;2021-01-27T12:10:59.202955Z
2021-01-27T12:10:59.063000Z;200;200;2021-01-27T12:10:59.169805Z
2021-01-27T12:10:59.063000Z;200;200;2021-01-27T12:10:59.209980Z
2021-01-27T12:10:59.140000Z;200;200;2021-01-27T12:10:59.199495Z
2021-01-27T12:11:00.221000Z;200;200;2021-01-27T12:11:00.327988Z
2021-01-27T12:11:00.261000Z;200;200;2021-01-27T12:11:00.311129Z
2021-01-27T12:11:00.393000Z;200;200;2021-01-27T12:11:00.433676Z
2021-01-27T12:11:00.462000Z;200;200;2021-01-27T12:11:00.518947Z
2021-01-27T12:11:00.839000Z;200;200;2021-01-27T12:11:00.862805Z
2021-01-27T12:11:00.962000Z;200;200;2021-01-27T12:11:00.989718Z
2021-01-27T12:11:01.196000Z;200;200;2021-01-27T12:11:01.229248Z
2021-01-27T12:11:01.257000Z;200;200;2021-01-27T12:11:01.289405Z
2021-01-27T12:11:01.319000Z;200;200;2021-01-27T12:11:01.357783Z
2021-01-27T12:11:01.578000Z;200;200;2021-01-27T12:11:01.607280Z
2021-01-27T12:11:01.624000Z;200;200;2021-01-27T12:11:01.652343Z
2021-01-27T12:11:01.897000Z;200;200;2021-01-27T12:11:02.006979Z
2021-01-27T12:11:01.910000Z;200;200;2021-01-27T12:11:01.976526Z
2021-01-27T12:11:02.041000Z;200;200;2021-01-27T12:11:02.090835Z
2021-01-27T12:11:02.218000Z;200;200;2021-01-27T12:11:02.263088Z
2021-01-27T12:11:02.791000Z;200;200;2021-01-27T12:11:02.824841Z
2021-01-27T12:11:02.934000Z;200;200;2021-01-27T12:11:02.963862Z
2021-01-27T12:11:02.993000Z;200;200;2021-01-27T12:11:03.031108Z
2021-01-27T12:11:03.335000Z;200;200;2021-01-27T12:11:03.357361Z
2021-01-27T12:11:03.605000Z;200;200;2021-01-27T12:11:03.660215Z
2021-01-27T12:11:04.237000Z;200;200;2021-01-27T12:11:04.280838Z
2021-01-27T12:11:04.245000Z;200;200;2021-01-27T12:11:04.289631Z
2021-01-27T12:11:04.249000Z;200;200;2021-01-27T12:11:04.306971Z
2021-01-27T12:11:04.583000Z;200;200;2021-01-27T12:11:04.659758Z
2021-01-27T12:11:04.950000Z;200;200;2021-01-27T12:11:05.005073Z
2021-01-27T12:11:05.342000Z;200;200;2021-01-27T12:11:05.370870Z
2021-01-27T12:11:05.509000Z;200;200;2021-01-27T12:11:05.561347Z
2021-01-27T12:11:06.349000Z;200;200;2021-01-27T12:11:06.387037Z
2021-01-27T12:11:06.362000Z;200;200;2021-01-27T12:11:06.401403Z
2021-01-27T12:11:06.369000Z;200;200;2021-01-27T12:11:06.403790Z
2021-01-27T12:11:06.780000Z;200;200;2021-01-27T12:11:06.808110Z
2021-01-27T12:11:07.269000Z;200;200;2021-01-27T12:11:07.319393Z
2021-01-27T12:11:07.284000Z;200;200;2021-01-27T12:11:07.369828Z
2021-01-27T12:11:07.480000Z;200;200;2021-01-27T12:11:07.518346Z
2021-01-27T12:11:07.670000Z;200;200;2021-01-27T12:11:07.711039Z
2021-01-27T12:11:07.882000Z;200;200;2021-01-27T12:11:07.906801Z
2021-01-27T12:11:08.099000Z;200;200;2021-01-27T12:11:08.123379Z
2021-01-27T12:11:08.601000Z;200;200;2021-01-27T12:11:08.656959Z
2021-01-27T12:11:08.727000Z;200;200;2021-01-27T12:11:08.760123Z
2021-01-27T12:11:08.962000Z;200;200;2021-01-27T12:11:09.018742Z
2021-01-27T12:11:08.973000Z;200;200;2021-01-27T12:11:09.031157Z
2021-01-27T12:11:09.004000Z;200;200;2021-01-27T12:11:09.065743Z
2021-01-27T12:11:09.172000Z;200;200;2021-01-27T12:11:09.242522Z
2021-01-27T12:11:09.690000Z;200;200;2021-01-27T12:11:09.936010Z
2021-01-27T12:11:09.777000Z;200;200;2021-01-27T12:11:09.809314Z
2021-01-27T12:11:09.956000Z;200;200;2021-01-27T12:11:10.885544Z
2021-01-27T12:11:10.145000Z;200;200;2021-01-27T12:11:10.181190Z
2021-01-27T12:11:10.872000Z;200;200;2021-01-27T12:11:10.964422Z
2021-01-27T12:11:11.070000Z;200;200;2021-01-27T12:11:12.594025Z
2021-01-27T12:11:11.304000Z;200;200;2021-01-27T12:11:11.444624Z
2021-01-27T12:11:11.339000Z;200;200;2021-01-27T12:11:11.402157Z
